2.404034782361335e15,1.972312934410322e-9
2.4045561252616705e15,4.339088455702708e-9
2.405047007532856e15,3.155700695056515e-9
2.4055687895988615e15,3.5501632819385795e-9
2.406090798118324e15,5.5224762163489016e-9
2.4066130332386955e15,5.9169388032309655e-9
2.407104755777029e15,1.0256027258933674e-8
2.4076274311911665e15,1.5778503475282577e-8
2.408150333640642e15,2.6428993321098314e-8
2.408673463273414e15,3.865733351444231e-8
2.4091968202375715e15,6.193062614048411e-8
2.4096895992967325e15,9.506548343857752e-8
2.4102133979744465e15,1.3885083058248666e-7
2.4107374244198435e15,1.8894757911650884e-7
2.411261678781518e15,2.429889535193517e-7
2.4117861612081935e15,2.9150785170584556e-7
2.4122800001969235e15,3.4160460023986777e-7
2.4128049257630605e15,3.6606128062655575e-7
2.4133300798323765e15,3.8617887255754103e-7
2.413855462554106e15,3.901234984263617e-7
2.414381074077615e15,3.9485704946894647e-7
2.4149069145524005e15,3.917013487738899e-7
2.415402032514353e15,3.92095811360772e-7
2.415928317851216e15,3.8262870927560245e-7
2.416454832579804e15,3.731616071904329e-7
2.4169815768501255e15,3.518606274988014e-7
2.417508550812322e15,3.2424824641705695e-7
2.418035754616666e15,2.824352122075581e-7
2.4185631884135595e15,2.236602867621305e-7
2.419059806924803e15,1.6685767425111325e-7
2.4195876876076655e15,1.0256027258933675e-7
2.4201157987262005e15,6.54807894224227e-8
2.420644140431329e15,3.8262870927560245e-8
2.4211727128741035e15,2.2089904865395606e-8
2.421701516205709e15,1.814527899657496e-8
2.4222305505774625e15,9.467102085169546e-9
2.422759816140814e15,6.705863976995095e-9
2.4232581597638085e15,5.5224762163489016e-9
2.4237878745436815e15,5.9169388032309655e-9
2.424317820961359e15,4.733551042584773e-9
2.424847999168812e15,3.944625868820644e-10
2.4253784093181455e15,1.1833877606461932e-9
2.425909051561596e15,1.972312934410322e-9
2.4264399260515365e15,1.1833877606461932e-9
2.4269710329404715e15,2.7612381081744508e-9
2.427502372381038e15,3.944625868820644e-9
2.428033944526008e15,0.
2.4285657495282885e15,1.1833877606461932e-9
2.429066484734376e15,2.3667755212923864e-9